order_id,customer_id,order_date,order_status,order_total
5502,8546,2024-11-11,delivered,154.0
5503,6335,2024-06-12,delivered,1006.29
5504,1997,2024-01-06,shipped,4240.45
5505,7165,2024-10-21,delivered,3866.57
5506,4455,2024-12-19,delivered,1929.16
5507,6342,2024-08-04,delivered,1339.33
5508,7674,2024-12-25,delivered,842.38
5509,3845,2024-12-27,delivered,998.55
5510,5985,2024-08-31,delivered,8267.43
5511,22,2024-11-18,delivered,386.15
5512,4122,2024-12-04,delivered,3238.03
5513,1532,2024-02-16,delivered,2453.67
5514,4602,2024-11-25,delivered,965.9
5515,8116,2024-05-07,delivered,1067.95
5516,7451,2024-09-05,delivered,1344.21
5517,3898,2024-04-05,delivered,141.43
5518,7267,2024-09-19,delivered,50.91
5519,2390,2024-07-05,delivered,1450.28
5520,4820,2023-10-13,delivered,1180.29
5521,6566,2023-11-13,canceled,2401.64
5522,7052,2023-07-07,delivered,2586.17
5523,5808,2024-10-27,delivered,391.24
5524,1216,2024-05-04,delivered,2673.46
5525,5794,2024-11-09,delivered,8312.42
5526,5863,2024-07-05,delivered,459.48
5527,2696,2024-02-07,delivered,269.46
5528,8714,2024-05-02,delivered,819.51
5529,3647,2024-12-25,delivered,1588.12
5530,1977,2024-11-25,delivered,165.48
5531,7058,2024-10-25,delivered,765.79
5532,3604,2024-02-04,delivered,7383.38
5533,1574,2024-11-02,delivered,2897.33
5534,3979,2024-05-19,delivered,2483.39
5535,7509,2024-08-21,canceled,5307.53
5536,884,2023-11-12,delivered,610.68
5537,1302,2023-09-08,delivered,1499.23
5538,757,2024-12-27,delivered,384.54
5539,7058,2024-10-29,shipped,2341.74
5540,5828,2024-11-02,delivered,737.13
5541,7248,2024-11-27,delivered,4271.44
5542,775,2024-03-31,delivered,845.95
5543,3490,2024-05-21,delivered,2726.49
5544,395,2024-05-16,delivered,2004.79
5545,2295,2024-08-22,delivered,534.18
5546,2288,2024-11-06,delivered,2012.3
5547,6207,2024-04-30,delivered,734.57
5548,5317,2024-03-25,delivered,306.34
5549,4967,2024-12-25,delivered,1818.51
5550,1540,2023-06-12,shipped,2611.07
5551,8739,2024-11-24,delivered,1381.18
5552,2032,2023-10-08,delivered,3272.61
5553,932,2024-08-04,delivered,404.29
5554,4446,2024-04-22,delivered,2610.93
5555,8729,2024-02-29,delivered,852.67
5556,4493,2024-01-27,delivered,59.25
5557,4321,2024-11-12,delivered,8031.85
5558,2163,2023-07-30,canceled,2198.47
5559,5506,2024-09-13,delivered,7227.43
5560,2065,2024-10-12,delivered,2998.97
5561,4716,2024-10-31,delivered,7974.87
5562,2229,2024-08-23,delivered,2976.8
5563,5905,2024-09-14,delivered,774.86
5564,8242,2023-11-14,delivered,188.13
5565,5583,2024-02-28,delivered,1530.24
5566,5144,2023-08-02,delivered,370.92
5567,2224,2024-09-14,delivered,620.87
5568,6044,2023-12-15,delivered,515.18
5569,7448,2023-11-22,delivered,4666.21
5570,632,2024-04-30,delivered,2980.93
5571,6929,2024-08-05,delivered,186.4
5572,3315,2024-10-23,delivered,772.8
5573,5678,2024-11-12,delivered,195.83
5574,3120,2024-11-04,delivered,2655.0
5575,1390,2024-07-04,delivered,1148.11
5576,7372,2024-05-13,delivered,321.19
5577,5561,2024-03-14,delivered,108.74
5578,1197,2024-07-05,delivered,1573.97
5579,7437,2024-08-07,delivered,2526.27
5580,6346,2024-12-21,shipped,2387.96
5581,5789,2024-04-21,delivered,433.17
5582,7932,2024-12-13,delivered,3373.52
5583,8150,2024-12-18,canceled,371.71
5584,7541,2024-07-19,delivered,613.75
5585,91,2024-06-13,delivered,3061.81
5586,1668,2024-12-25,delivered,1613.26
5587,8961,2024-11-07,shipped,337.76
5588,2308,2024-11-22,delivered,1087.2
5589,2462,2024-09-11,delivered,291.52
5590,1819,2024-06-10,delivered,1802.11
5591,2601,2024-09-28,delivered,319.47
5592,7106,2024-09-11,delivered,5893.91
5593,8118,2024-09-16,delivered,5798.67
5594,8172,2024-10-27,delivered,90.56
5595,8493,2023-09-08,shipped,233.36
5596,1365,2024-09-18,delivered,1880.43
5597,5933,2024-09-19,delivered,821.51
5598,4503,2024-10-24,delivered,1720.29
5599,8006,2024-02-07,delivered,130.74
5600,5407,2024-06-11,delivered,201.93
5601,2960,2024-07-30,delivered,1022.87
5602,4706,2024-12-12,delivered,288.61
5603,5466,2024-11-16,delivered,1000.19
5604,13,2024-04-25,delivered,1164.88
5605,5194,2023-12-25,delivered,678.59
5606,7616,2024-04-06,delivered,2823.19
5607,6628,2024-06-18,delivered,259.85
5608,7777,2024-01-31,delivered,821.51
5609,4525,2024-06-20,delivered,4398.55
5610,5252,2024-10-21,delivered,4706.5
5611,6693,2024-07-01,returned,363.02
5612,7052,2023-08-22,delivered,54.35
5613,8124,2023-11-23,delivered,1958.05
5614,1925,2024-10-03,delivered,565.85
5615,6200,2023-08-01,delivered,1876.01
5616,6393,2024-03-14,delivered,427.48
5617,2312,2024-11-27,delivered,751.9
5618,8275,2024-10-30,returned,147.7
5619,7023,2024-10-08,delivered,3293.08
5620,1617,2024-09-01,delivered,1283.64
5621,6293,2024-12-21,shipped,1186.73
5622,6136,2024-11-04,delivered,152.41
5623,1698,2024-06-25,delivered,388.68
5624,5311,2024-11-19,delivered,1124.17
5625,8220,2023-06-12,delivered,1219.76
5626,8272,2023-12-24,delivered,480.3
5627,7806,2024-07-22,delivered,391.57
5628,8255,2024-08-17,delivered,2567.24
5629,3072,2024-11-24,delivered,136.83
5630,2800,2024-03-27,delivered,1976.03
5631,5034,2024-07-03,delivered,4282.84
5632,7141,2024-10-10,delivered,2937.56
5633,4670,2024-10-20,delivered,3513.74
5634,6755,2024-12-13,delivered,561.14
5635,817,2023-08-15,delivered,184.61
5636,2204,2024-01-30,delivered,159.84
5637,5564,2024-11-20,delivered,464.0
5638,7041,2024-10-31,delivered,3358.16
5639,8481,2024-02-25,delivered,481.93
5640,5269,2024-12-06,delivered,5560.53
5641,3564,2023-07-31,shipped,5740.74
5642,6574,2024-10-28,delivered,93.78
5643,5174,2024-12-09,delivered,2986.75
5644,3884,2024-08-06,delivered,1793.79
5645,3975,2024-12-27,shipped,719.51
5646,7511,2024-08-22,delivered,2379.34
5647,3138,2024-11-27,delivered,1853.58
5648,6803,2024-06-24,delivered,121.33
5649,7742,2024-01-18,delivered,3981.64
5650,7647,2024-05-06,delivered,4753.63
5651,2650,2024-11-27,delivered,241.47
5652,8545,2024-08-24,delivered,294.71
5653,6636,2023-06-18,delivered,1728.12
5654,8608,2024-11-19,shipped,12712.71
5655,8886,2024-08-13,canceled,1249.21
5656,1520,2024-04-01,returned,218.23
5657,2163,2023-11-04,delivered,6417.34
5658,2731,2023-06-26,delivered,8373.74
5659,8136,2024-06-27,delivered,750.95
5660,7317,2024-08-23,delivered,121.64
5661,6774,2024-11-02,delivered,428.57
5662,8681,2024-07-28,delivered,616.72
5663,6728,2024-03-19,delivered,395.24
5664,7632,2023-11-11,delivered,154.59
5665,3239,2024-02-02,delivered,1613.62
5666,4831,2023-10-07,delivered,80.36
5667,808,2024-01-23,delivered,764.86
5668,8112,2024-07-09,delivered,48.55
5669,6451,2024-10-23,returned,1361.71
5670,1617,2024-11-14,delivered,3576.43
5671,7281,2024-04-09,delivered,1685.79
5672,4834,2024-10-25,delivered,4826.16
5673,6718,2024-12-03,delivered,572.38
5674,908,2024-02-16,delivered,1425.86
5675,8199,2024-12-04,delivered,3727.8
5676,7332,2023-09-01,delivered,2094.53
5677,3384,2024-12-22,delivered,8524.73
5678,836,2024-10-25,shipped,276.85
5679,7484,2024-01-06,delivered,807.34
5680,8778,2024-08-31,delivered,111.96
5681,6183,2023-08-23,delivered,787.78
5682,1645,2024-10-25,delivered,5893.75
5683,2409,2023-11-20,delivered,406.57
5684,7116,2024-12-16,delivered,50.7
5685,5808,2023-11-01,delivered,3810.86
5686,6537,2024-10-22,delivered,2702.88
5687,4297,2024-08-23,delivered,1647.47
5688,2372,2024-11-05,shipped,5758.53
5689,4948,2024-11-04,delivered,203.97
5690,2518,2024-05-03,delivered,5521.71
5691,661,2024-04-12,delivered,4717.16
5692,4332,2024-09-13,canceled,147.39
5693,4518,2024-09-22,delivered,823.36
5694,7678,2023-11-11,delivered,115.6
5695,7443,2024-05-20,delivered,926.0
5696,2947,2023-12-02,delivered,870.06
5697,3415,2024-08-03,delivered,2336.13
5698,2687,2023-09-17,delivered,805.17
5699,6660,2024-03-11,delivered,381.52
5700,7492,2024-05-26,delivered,2681.68
5701,6393,2024-03-11,delivered,794.68
5702,6891,2024-03-26,delivered,6005.73
5703,5431,2024-10-26,delivered,2517.44
5704,8946,2024-11-03,delivered,139.55
5705,2024,2024-11-10,delivered,3298.72
5706,7758,2024-02-22,delivered,4847.31
5707,2910,2024-08-07,delivered,1897.92
5708,4902,2024-12-24,delivered,5443.22
5709,4829,2024-09-18,shipped,62.08
5710,7281,2024-07-22,delivered,228.5
5711,5485,2024-12-19,delivered,6115.86
5712,2384,2024-12-16,shipped,328.52
5713,1102,2024-10-12,delivered,3641.37
5714,54,2024-12-27,delivered,481.44
5715,1948,2024-05-03,delivered,3762.22
5716,8309,2023-11-28,delivered,4180.53
5717,8070,2024-07-20,delivered,1935.74
5718,6041,2024-09-11,delivered,403.46
5719,6030,2024-11-21,delivered,575.96
5720,3944,2024-12-27,delivered,833.2
5721,8652,2023-11-03,delivered,527.46
5722,8798,2024-11-25,delivered,603.48
5723,6652,2024-05-02,delivered,150.79
5724,1977,2024-11-24,delivered,2543.81
5725,5789,2024-07-03,delivered,1551.64
5726,3382,2024-12-14,delivered,2220.88
5727,1036,2024-05-20,delivered,10128.74
5728,537,2023-07-09,delivered,3238.75
5729,4690,2024-11-11,delivered,113.73
5730,4348,2024-12-17,delivered,1401.97
5731,7290,2024-01-16,delivered,4500.38
5732,6572,2023-12-19,delivered,5136.56
5733,8754,2024-12-15,delivered,1531.67
5734,4904,2024-05-10,delivered,5916.76
5735,1647,2024-06-26,returned,1495.68
5736,4094,2024-04-13,shipped,3067.73
5737,5921,2024-06-06,canceled,681.92
5738,2232,2024-08-31,delivered,6112.31
5739,2513,2024-04-28,delivered,276.3
5740,6757,2023-09-22,delivered,370.96
5741,8478,2024-10-15,delivered,1784.9
5742,4535,2024-09-28,delivered,1441.67
5743,2039,2024-09-27,shipped,1430.67
5744,1699,2024-04-05,delivered,100.15
5745,6916,2024-03-18,delivered,2434.62
5746,5083,2024-05-20,canceled,1346.29
5747,8321,2023-12-17,delivered,383.83
5748,4963,2023-12-24,delivered,214.78
5749,4655,2024-08-30,delivered,3343.95
5750,5274,2024-11-17,delivered,7299.13
5751,8604,2024-04-23,delivered,2490.39
5752,8961,2024-09-24,delivered,10138.66
5753,837,2024-05-22,delivered,2753.54
5754,6667,2023-09-25,delivered,998.52
5755,6200,2024-11-06,delivered,171.18
5756,6785,2024-02-12,delivered,4300.12
5757,4808,2024-11-09,delivered,2951.26
5758,566,2023-12-15,delivered,3520.95
5759,6587,2024-12-09,shipped,157.57
5760,5984,2024-12-19,delivered,3962.9
5761,7942,2024-06-18,delivered,382.94
5762,8386,2024-12-11,delivered,368.51
5763,1364,2023-12-23,delivered,680.25
5764,3978,2024-07-15,canceled,7213.47
5765,4158,2024-11-28,delivered,4707.43
5766,3358,2024-04-11,delivered,2403.55
5767,1772,2024-11-16,delivered,225.21
5768,4493,2024-12-26,delivered,9934.46
5769,3429,2024-02-13,delivered,3125.2
5770,4190,2023-06-24,delivered,1135.85
5771,7048,2024-02-20,delivered,969.47
5772,7083,2023-12-13,delivered,599.17
5773,7372,2024-04-04,delivered,2862.2
5774,3185,2024-08-07,delivered,1312.66
5775,6345,2024-09-05,delivered,347.2
5776,8788,2024-06-21,delivered,321.4
5777,7709,2024-12-22,delivered,1727.12
5778,2156,2024-11-19,delivered,209.7
5779,1772,2024-11-17,delivered,3582.52
5780,387,2024-11-08,delivered,784.48
5781,5520,2024-09-28,delivered,4133.54
5782,821,2024-10-23,delivered,2088.09
5783,5761,2024-09-11,delivered,1205.23
5784,4543,2024-08-30,delivered,6571.99
5785,1836,2024-12-17,delivered,1491.03
5786,2323,2023-12-10,delivered,292.19
5787,2804,2024-09-01,shipped,1207.17
5788,7938,2023-12-10,delivered,2844.12
5789,6355,2024-07-17,delivered,3020.79
5790,6626,2024-06-06,delivered,393.58
5791,1655,2023-04-06,delivered,2242.22
5792,2532,2024-04-12,delivered,1860.09
5793,7618,2024-12-24,delivered,252.03
5794,2584,2024-07-23,delivered,2012.87
5795,5740,2024-09-05,delivered,422.11
5796,1179,2024-12-26,delivered,332.78
5797,8150,2024-09-06,delivered,1399.94
5798,4392,2024-04-22,delivered,441.66
5799,7926,2023-11-20,delivered,2181.04
5800,7492,2024-05-15,delivered,347.21
5801,1252,2024-09-23,delivered,2989.29
5802,5512,2024-11-02,delivered,6452.38
5803,6769,2024-01-28,delivered,2231.26
5804,4706,2024-03-24,delivered,394.33
5805,7504,2023-10-24,delivered,546.62
5806,124,2024-04-13,delivered,1055.66
5807,1940,2024-07-15,delivered,11159.96
5808,1367,2023-11-06,delivered,4093.37
5809,5093,2024-08-09,shipped,3083.66
5810,1382,2023-04-06,delivered,6446.63
5811,3060,2024-09-15,canceled,237.17
5812,7379,2024-05-08,delivered,511.73
5813,3764,2024-12-10,delivered,1556.44
5814,8077,2024-07-20,delivered,2573.02
5815,5353,2024-10-15,delivered,385.45
5816,2300,2024-01-02,delivered,218.58
5817,6557,2024-01-20,delivered,816.17
5818,1645,2024-10-24,delivered,1586.31
5819,4602,2024-12-03,delivered,1557.76
5820,3998,2024-07-09,delivered,964.06
5821,8492,2024-06-24,delivered,3280.74
5822,237,2024-08-13,delivered,594.12
5823,5526,2024-09-08,delivered,4655.15
5824,8244,2024-12-04,delivered,366.26
5825,4351,2024-07-17,delivered,166.08
5826,3400,2023-10-07,delivered,6313.87
5827,6591,2024-11-18,delivered,239.41
5828,7859,2023-12-18,delivered,878.5
5829,4499,2023-08-17,delivered,231.21
5830,4394,2024-09-22,delivered,782.63
5831,8939,2024-08-18,delivered,798.11
5832,7825,2024-11-17,shipped,3410.32
5833,2208,2024-06-15,delivered,207.87
5834,1095,2024-09-17,delivered,497.03
5835,4820,2023-08-14,delivered,3231.45
5836,8570,2024-09-21,delivered,339.46
5837,2584,2024-07-17,delivered,3333.98
5838,961,2024-04-26,delivered,74.18
5839,4567,2023-08-30,delivered,4619.89
5840,2849,2024-04-09,delivered,264.87
5841,5038,2024-07-21,delivered,511.41
5842,8443,2024-05-21,delivered,2112.89
5843,7186,2024-08-18,delivered,1459.92
5844,7513,2024-09-10,delivered,1424.76
5845,6282,2024-05-20,delivered,4293.91
5846,5350,2024-10-23,delivered,199.41
5847,1512,2024-09-15,delivered,1454.01
5848,5038,2024-10-15,delivered,163.27
5849,318,2024-11-13,delivered,4618.39
5850,5489,2024-08-22,delivered,278.25
5851,7012,2024-10-14,delivered,402.47
5852,1470,2024-11-30,canceled,1924.1
5853,4768,2024-10-19,delivered,247.03
5854,4655,2024-01-29,delivered,203.34
5855,6588,2024-10-24,delivered,4622.19
5856,4941,2024-02-08,delivered,878.97
5857,1580,2024-08-01,delivered,1536.76
5858,1045,2024-08-15,shipped,463.5
5859,3212,2024-05-17,delivered,1047.69
5860,1428,2024-01-07,delivered,452.22
5861,7292,2024-11-26,delivered,505.56
5862,376,2024-10-23,delivered,350.14
5863,2639,2023-09-23,shipped,1731.55
5864,5695,2023-12-11,delivered,355.07
5865,5279,2024-08-19,delivered,361.26
5866,3164,2024-03-19,delivered,4537.06
5867,8156,2024-07-23,delivered,154.63
5868,1732,2024-08-04,delivered,180.87
5869,8625,2024-07-11,delivered,5262.56
5870,8861,2024-06-20,delivered,8087.68
5871,1622,2024-12-07,delivered,5531.12
5872,2419,2023-11-18,delivered,3373.89
5873,6347,2024-01-24,delivered,1572.94
5874,5877,2024-12-23,delivered,3309.33
5875,8493,2024-07-22,delivered,1469.48
5876,4224,2024-11-30,delivered,2480.26
5877,5358,2024-10-11,delivered,131.87
5878,4541,2024-04-03,delivered,4121.32
5879,7933,2024-10-18,delivered,2188.36
5880,194,2024-11-12,delivered,372.35
5881,7572,2024-03-23,shipped,130.16
5882,801,2024-10-31,delivered,703.13
5883,5982,2024-01-14,delivered,38.03
5884,4265,2024-04-27,delivered,2138.71
5885,6331,2023-12-19,delivered,2515.95
5886,4355,2024-12-28,delivered,227.78
5887,8191,2024-08-06,delivered,445.08
5888,6868,2023-08-25,delivered,3381.1
5889,3891,2023-09-01,delivered,3552.07
5890,360,2024-12-24,delivered,428.76
5891,4645,2024-11-24,delivered,914.46
5892,2472,2024-10-29,delivered,482.39
5893,2908,2024-03-03,delivered,123.31
5894,2446,2024-10-07,delivered,2900.2
5895,703,2024-11-13,delivered,6346.56
5896,1458,2024-11-26,shipped,823.64
5897,1069,2024-05-25,delivered,995.09
5898,3457,2024-06-12,delivered,560.64
5899,6286,2023-12-05,delivered,221.85
5900,8080,2024-11-03,delivered,5424.91
5901,1507,2024-02-03,delivered,171.49
5902,1819,2024-12-02,delivered,2535.6
5903,7891,2023-06-23,delivered,510.58
5904,465,2024-07-31,delivered,1641.04
5905,7655,2024-12-19,delivered,714.23
5906,2700,2024-11-23,shipped,190.22
5907,4848,2024-11-26,delivered,1763.67
5908,553,2024-07-04,delivered,2653.12
5909,1222,2024-11-15,delivered,5048.63
5910,7183,2024-01-26,delivered,728.74
5911,3143,2024-04-01,delivered,2030.21
5912,33,2024-12-20,shipped,728.38
5913,823,2024-12-06,delivered,1279.34
5914,5379,2024-09-27,delivered,185.9
5915,209,2023-12-07,delivered,248.95
5916,4646,2024-03-08,delivered,185.76
5917,1357,2024-12-27,delivered,3085.77
5918,6473,2024-07-26,delivered,1553.4
5919,2674,2024-03-05,delivered,2443.65
5920,3453,2024-04-22,delivered,435.17
5921,1198,2023-11-15,delivered,759.78
5922,8926,2024-11-09,canceled,1497.46
5923,6266,2024-06-02,delivered,255.76
5924,5663,2023-11-12,delivered,500.13
5925,5305,2024-01-15,delivered,365.38
5926,8326,2024-10-07,delivered,1364.27
5927,4034,2024-07-07,delivered,656.54
5928,4601,2024-01-10,delivered,1334.42
5929,3606,2024-09-17,delivered,325.98
5930,4377,2024-11-30,returned,2683.45
5931,2127,2024-11-09,delivered,1987.75
5932,2204,2024-12-17,shipped,8588.33
5933,7978,2023-11-11,delivered,119.86
5934,6122,2024-05-30,delivered,331.83
5935,4724,2023-10-31,shipped,485.28
5936,8997,2024-10-23,delivered,3548.25
5937,2110,2024-12-25,returned,333.52
5938,102,2024-08-09,delivered,128.01
5939,8709,2024-03-22,delivered,2036.56
5940,5228,2024-10-12,delivered,298.99
5941,5505,2024-11-20,delivered,819.89
5942,5535,2024-10-22,delivered,3818.89
5943,2943,2024-05-10,delivered,1128.13
5944,2812,2024-09-03,delivered,88.35
5945,8774,2024-01-19,delivered,2765.36
5946,2945,2024-08-30,delivered,1754.71
5947,3002,2024-10-28,delivered,78.94
5948,5585,2024-07-02,delivered,1860.98
5949,3978,2024-11-28,returned,143.38
5950,658,2024-02-22,delivered,479.35
5951,1116,2024-06-12,delivered,2776.68
5952,8458,2023-10-01,delivered,317.88
5953,6580,2024-07-13,delivered,353.36
5954,1660,2023-11-05,shipped,2498.02
5955,3878,2024-11-27,delivered,3418.65
5956,2258,2024-11-27,delivered,4490.72
5957,317,2024-12-20,delivered,2893.94
5958,1257,2024-12-05,delivered,285.87
5959,1467,2023-12-15,delivered,17829.07
5960,7643,2024-06-19,delivered,1217.58
5961,2696,2024-08-03,delivered,3086.36
5962,6099,2024-10-13,delivered,334.18
5963,506,2023-10-07,delivered,209.81
5964,4752,2024-04-27,delivered,89.99
5965,116,2024-12-16,delivered,1007.48
5966,2682,2024-10-13,delivered,877.82
5967,251,2024-11-25,delivered,2880.29
5968,2379,2024-06-06,delivered,7650.93
5969,2438,2024-07-10,delivered,1369.61
5970,4093,2024-08-11,delivered,2583.41
5971,3800,2024-10-14,delivered,1732.15
5972,5618,2024-07-28,delivered,5514.38
5973,1050,2024-09-01,delivered,6006.78
5974,4941,2024-11-17,delivered,2971.13
5975,2254,2024-09-13,delivered,1234.95
5976,6241,2023-07-04,delivered,2407.89
5977,8868,2024-04-15,delivered,2308.78
5978,1821,2023-12-13,delivered,3115.36
5979,488,2024-12-19,delivered,1068.7
5980,5877,2024-12-25,delivered,3332.08
5981,5760,2024-12-08,delivered,2520.0
5982,5150,2023-11-08,delivered,2081.73
5983,2796,2023-10-10,delivered,2226.06
5984,1793,2023-10-06,delivered,9455.9
5985,4639,2024-10-02,delivered,17820.8
5986,3973,2024-05-16,delivered,5044.64
5987,7097,2024-11-08,delivered,865.54
5988,1364,2024-04-18,delivered,919.69
5989,2103,2024-06-07,delivered,1106.48
5990,2839,2024-12-27,shipped,274.75
5991,4595,2024-06-08,delivered,920.91
5992,972,2024-02-18,delivered,542.68
5993,6537,2024-06-07,shipped,4468.13
5994,246,2023-08-13,delivered,4074.05
5995,4716,2024-02-07,delivered,3421.61
5996,4490,2024-12-14,delivered,3927.14
5997,2639,2023-11-29,canceled,1598.88
5998,4196,2023-06-12,delivered,800.62
5999,328,2024-04-26,delivered,71.06
6000,1705,2024-08-01,delivered,3342.12
6001,6209,2024-10-28,delivered,1958.92
6002,5790,2023-06-07,returned,3783.39
6003,6736,2024-11-05,delivered,2941.33
6004,5230,2024-04-21,delivered,3465.61
6005,1712,2023-08-05,delivered,4045.89
6006,2015,2024-09-20,delivered,2038.13
6007,2893,2024-06-21,returned,369.0
6008,4904,2024-09-29,delivered,687.64
6009,2175,2024-08-27,delivered,2476.37
6010,8291,2024-02-13,delivered,814.86
6011,4429,2024-11-01,delivered,1270.85
6012,7164,2023-10-06,delivered,1444.98
6013,5932,2024-06-27,canceled,3903.01
6014,2446,2024-10-12,delivered,582.52
6015,145,2024-10-27,delivered,819.02
6016,93,2023-12-13,delivered,724.19
6017,2266,2024-02-03,delivered,360.69
6018,2045,2024-02-12,delivered,108.06
6019,7877,2023-09-20,delivered,1630.01
6020,5564,2024-06-05,delivered,1571.82
6021,6137,2024-06-22,delivered,1212.23
6022,7945,2024-11-17,delivered,755.22
6023,7838,2023-11-26,delivered,2450.94
6024,655,2023-11-16,delivered,3823.43
6025,648,2024-12-23,delivered,107.38
6026,2916,2024-12-01,delivered,1107.99
6027,1339,2024-02-17,delivered,2220.04
6028,2325,2024-12-23,delivered,158.27
6029,6013,2024-03-31,delivered,8683.98
6030,7160,2024-02-12,delivered,182.86
6031,6003,2024-11-15,delivered,962.04
6032,7295,2024-12-12,delivered,493.32
6033,4273,2024-05-12,delivered,2413.94
6034,6538,2024-03-31,delivered,3272.49
6035,301,2024-10-02,delivered,5699.65
6036,2387,2024-01-28,delivered,2449.11
6037,5686,2024-06-09,delivered,2284.55
6038,5435,2024-01-23,delivered,428.0
6039,7955,2024-08-08,returned,554.55
6040,327,2024-07-06,delivered,477.82
6041,8157,2023-12-31,delivered,3987.35
6042,5548,2023-10-03,delivered,3544.77
6043,6929,2024-10-23,delivered,2672.45
6044,7274,2024-12-08,delivered,247.8
6045,1552,2024-02-23,delivered,291.83
6046,6622,2024-04-16,delivered,1279.43
6047,257,2023-09-13,delivered,1985.21
6048,1385,2023-04-27,delivered,921.9
6049,8892,2024-11-06,delivered,730.52
6050,3841,2024-01-12,delivered,6436.47
6051,2413,2024-07-13,delivered,5657.08
6052,1055,2024-10-23,shipped,3225.44
6053,5152,2024-05-29,delivered,12466.93
6054,5830,2024-04-10,delivered,209.71
6055,5482,2024-08-27,delivered,1841.23
6056,6446,2024-10-28,delivered,85.72
6057,7249,2023-11-25,delivered,528.92
6058,7979,2024-02-13,delivered,2065.13
6059,6785,2024-12-10,delivered,8840.24
6060,8156,2024-08-02,delivered,1049.34
6061,1957,2024-12-09,delivered,1084.59
6062,3878,2024-06-25,delivered,854.11
6063,7891,2024-08-06,delivered,11093.1
6064,4979,2024-05-01,delivered,131.8
6065,6111,2024-04-10,delivered,4161.99
6066,4426,2023-11-12,delivered,3384.81
6067,5305,2024-11-13,delivered,1976.06
6068,6342,2023-06-27,delivered,183.65
6069,4633,2024-11-11,delivered,107.08
6070,3660,2024-06-17,delivered,3132.15
6071,7445,2024-12-01,delivered,1136.69
6072,2283,2024-09-02,delivered,516.6
6073,3299,2024-04-23,delivered,215.74
6074,7544,2024-11-25,delivered,20512.65
6075,1570,2024-10-01,delivered,2124.87
6076,8630,2024-12-08,delivered,174.18
6077,317,2023-12-28,delivered,508.85
6078,362,2024-12-04,delivered,1206.8
6079,621,2024-04-11,delivered,10069.44
6080,4851,2024-05-16,returned,1673.87
6081,3608,2024-05-06,delivered,2289.36
6082,3989,2024-11-22,delivered,164.58
6083,6275,2024-09-01,delivered,755.26
6084,873,2024-03-25,delivered,2358.12
6085,4771,2024-05-15,delivered,437.32
6086,8403,2023-10-20,delivered,400.27
6087,5961,2024-04-26,delivered,994.05
6088,4394,2024-12-12,delivered,749.35
6089,3454,2023-05-22,delivered,56.08
6090,2891,2024-01-02,delivered,5143.85
6091,2616,2024-08-29,delivered,4558.8
6092,2232,2024-08-30,delivered,2044.42
6093,7873,2024-08-23,delivered,1685.41
6094,7586,2024-11-10,delivered,786.93
6095,4338,2024-06-07,delivered,268.6
6096,4752,2024-12-15,delivered,104.66
6097,3266,2024-11-11,returned,1777.94
6098,5343,2024-01-22,delivered,5720.05
6099,7973,2024-10-12,delivered,2336.6
6100,6888,2024-03-04,delivered,1050.22
6101,7737,2024-01-09,delivered,152.6
6102,92,2024-06-25,delivered,3727.49
6103,2498,2024-11-28,delivered,324.04
6104,849,2023-12-11,delivered,1991.47
6105,871,2024-01-12,delivered,2114.93
6106,1118,2024-12-28,delivered,1574.76
6107,7185,2024-08-24,delivered,9433.35
6108,1212,2024-11-05,delivered,2105.54
6109,5434,2023-12-28,delivered,1616.05
6110,493,2024-12-21,delivered,160.91
6111,6624,2024-09-11,delivered,192.75
6112,2987,2024-05-07,delivered,1130.42
6113,6733,2024-06-01,delivered,664.65
6114,1695,2024-07-16,delivered,607.58
6115,6977,2024-01-14,delivered,3089.12
6116,7062,2024-11-28,delivered,2925.12
6117,5791,2024-09-03,delivered,283.01
6118,4328,2024-02-06,delivered,1888.77
6119,7269,2024-08-23,delivered,467.24
6120,165,2024-11-13,delivered,821.02
6121,5830,2023-06-07,delivered,1629.58
6122,750,2024-11-07,delivered,3894.72
6123,5488,2024-10-21,shipped,189.29
6124,4154,2024-10-18,delivered,5352.86
6125,4452,2024-08-08,delivered,803.69
6126,322,2024-07-06,delivered,213.3
6127,6139,2023-12-27,delivered,324.72
6128,5051,2023-12-26,shipped,8265.12
6129,4528,2024-08-27,delivered,217.42
6130,4507,2024-06-25,delivered,2719.66
6131,1467,2024-06-27,delivered,594.32
6132,5581,2023-10-06,delivered,4701.18
6133,669,2024-11-11,delivered,4787.59
6134,2943,2024-10-10,delivered,124.57
6135,4158,2024-12-08,delivered,450.24
6136,7648,2024-12-25,delivered,2020.56
6137,7688,2024-06-05,delivered,1141.64
6138,4339,2024-05-15,delivered,4013.48
6139,6780,2024-05-14,delivered,243.45
6140,2783,2024-10-05,delivered,1496.05
6141,7396,2024-09-21,delivered,3549.97
6142,5704,2024-03-01,delivered,5609.75
6143,3485,2024-10-10,delivered,816.99
6144,5567,2024-12-12,delivered,805.54
6145,3973,2024-12-06,delivered,2270.48
6146,3661,2024-08-17,delivered,1329.26
6147,5311,2024-04-23,delivered,103.43
6148,6813,2024-04-23,delivered,229.84
6149,555,2024-11-24,delivered,1137.65
6150,2208,2023-12-20,delivered,1189.07
6151,7872,2023-11-02,delivered,246.43
6152,3986,2023-11-18,delivered,62.43
6153,3614,2024-09-06,delivered,510.58
