customer_id,customer_unique_key,customer_city,customer_state,region,signup_date
1814,f18c5581-3c9b-4b84-8b4a-ddc685096c78,Vasconcelos,BA,Northeast,2023-10-03
1815,c39bf6de-7043-47c3-9e9b-e9e29997496b,Pires,DF,Central-West,2023-01-21
1816,15e59a0f-1ff4-4f0a-9435-0cb1724af3fb,Andrade,RJ,Southeast,2023-11-07
1817,d9025a2c-e3dc-4702-9033-14b1609cf7af,Viana,RJ,Southeast,2024-05-18
1818,cd693dab-eb4b-4c0c-8fdf-60d520a62f9b,Araújo de da Rosa,CE,Northeast,2023-04-11
1819,10d7a164-6e8d-4018-a04d-ac849c595e03,Rocha,MT,Central-West,2023-08-22
1820,4b7faa4c-0d5d-4f64-8f2b-892b0e484034,Guerra do Campo,SP,Southeast,2024-03-29
1821,3bad3a0d-693e-4fcf-8080-aba49e07809d,Marques,BA,Northeast,2023-11-25
1822,6d98567e-cb8f-4981-b6d6-682f6248953e,Fernandes,SP,Southeast,2024-03-02
1823,c86e0b55-acff-499f-b005-8f9aa6a2c945,Marques,SC,South,2023-04-02
1824,314674a6-967a-4fbb-9404-801d84681060,Caldeira,SP,Southeast,2023-08-05
1825,114a9827-b69a-4a1e-985d-654b03255820,Oliveira,DF,Central-West,2024-02-21
1826,419bf74e-8247-43c3-a32a-4516204054fb,Leão do Amparo,BA,Northeast,2024-06-12
1827,2f98ad33-71d2-463f-9ef0-1577b980e521,Carvalho,CE,Northeast,2023-02-27
1828,20afaf9e-0f7c-49ad-8b48-3935cc09de64,Pacheco das Pedras,ES,Southeast,2023-06-12
1829,c11ea16b-a6d6-4330-b5b1-9be4835c3541,das Neves Verde,SP,Southeast,2024-06-02
1830,2547a8dc-c686-4251-8a88-64c7e29de722,Melo,MG,Southeast,2024-06-20
1831,4a832ab5-57c8-40b0-9a73-cd2f4f05495e,Albuquerque do Galho,CE,Northeast,2023-01-30
1832,250487e4-ada5-47e3-a85d-81db9620ed14,da Costa,SP,Southeast,2023-07-25
1833,8f381c01-d5ce-4626-91b6-075581d1d226,Lima,PE,Northeast,2023-09-13
1834,334b92a2-f9fc-4c3f-b206-33885804550b,Viana,SP,Southeast,2023-02-21
1835,aaf8e1d5-3079-4b56-976f-f2641182e8e7,Sales de Sales,DF,Central-West,2023-07-23
1836,b1420898-998a-45a8-b7a7-aed0fb5f5290,Pacheco Verde,SP,Southeast,2024-04-20
1837,4cb4a7f6-9db8-4f7e-95ed-d864f68b6ba0,Farias da Serra,ES,Southeast,2024-10-12
1838,ca087252-e048-42dc-b44d-24421ad74fd4,Monteiro,DF,Central-West,2024-11-28
1839,a3863cd1-00f2-4a96-ab82-1435382afbde,Sales,SP,Southeast,2024-01-17
1840,36903edb-9fb9-48e0-b76e-f3e63af33cc5,Mendes,MG,Southeast,2024-04-01
1841,d08d13df-f3dc-4264-84b2-7b21bc0dd6ed,Sousa das Flores,SP,Southeast,2024-04-30
1842,d37a430a-2f2a-45e8-a67a-e277348f9ce0,Fonseca,PR,South,2023-12-25
1843,07af3b8a-5b9e-45f4-92e0-0b9c028849d9,Casa Grande,RJ,Southeast,2023-09-22
1844,a19f2485-31c4-4c9e-b0be-96304a6333e3,Aparecida do Sul,BA,Northeast,2023-04-03
1845,2c94df5a-48ba-45fb-b2a4-a8a432f9b771,da Luz,RJ,Southeast,2024-01-31
1846,d8f80018-56fe-4769-ac9d-e90ab805ae3c,Cavalcanti,SP,Southeast,2024-08-08
1847,d7c713b7-2d13-48f3-8580-8066322c3dae,Brito do Sul,BA,Northeast,2023-08-08
1848,610114f4-2322-4464-ad6d-84efd4d9a0ae,Fernandes,CE,Northeast,2024-10-24
1849,74c9c3ad-4e19-492b-b5d2-1deaefa52c8a,Freitas,SP,Southeast,2023-07-31
1850,2bde3c78-a931-4044-9f52-58abcf3a9723,Silva de Minas,SP,Southeast,2024-02-24
1851,ec9573e9-e1fa-4466-a4f9-82ec1e559419,Vieira,ES,Southeast,2024-11-29
1852,60d16c16-8855-417d-b112-0678308c523d,Dias das Pedras,SP,Southeast,2023-05-16
1853,ebc78c06-3e9a-4e12-a2da-43a7fa1b7659,Teixeira,SC,South,2024-09-07
1854,dabc47ce-3068-4fdd-965a-fd0f9db402f1,Vieira Grande,BA,Northeast,2023-08-18
1855,a1243bea-0da2-4154-bf46-a43a53e2e047,Cardoso do Galho,SP,Southeast,2023-11-09
1856,7d2e7d9e-e2c6-493e-9586-6982f7e808a2,Siqueira,RS,South,2024-10-20
1857,ca7ecb33-787d-46d7-88df-d1f114d72283,Cavalcante,SP,Southeast,2024-01-21
1858,e1e669e5-c055-4921-a35b-8f49823483a8,Monteiro do Galho,CE,Northeast,2024-04-15
1859,b6658a34-5263-4028-add2-d8c076da3875,Moura do Amparo,SP,Southeast,2024-04-22
1860,794836f2-7eaa-40a1-b4ac-27efb734d467,Pacheco das Flores,RJ,Southeast,2024-06-17
1861,957fe29f-ca66-4da6-abd2-cb71a35ae369,Costela,PE,Northeast,2024-02-11
1862,73bb84e5-33f7-4722-a517-28b23832dfc1,Gonçalves,PR,South,2023-01-08
1863,e3826da1-6cce-4c23-8e55-f3fe37f5c238,Oliveira da Serra,ES,Southeast,2024-11-09
1864,4128d40b-5fc5-4ff4-97a9-98eaef7cdb39,Carvalho,MT,Central-West,2024-01-19
1865,71cb19b3-4b88-445a-9582-de78c06a5949,da Conceição Verde,PR,South,2024-08-31
1866,9f021a19-8323-4ba9-b71a-d3fe0a8857a5,Lima dos Dourados,SC,South,2023-11-02
1867,5e15433b-68b1-411a-aeb8-b0e277b16be3,Dias de da Mata,RS,South,2024-05-08
1868,71127f4b-2df8-4502-8653-ee8561e30fb4,da Luz,SP,Southeast,2023-10-11
1869,e6c71f15-5bed-43be-936d-6ccea535f9d7,da Rocha,SC,South,2023-10-11
1870,8bf160df-8346-452b-8073-aa66d7b4db17,Viana,SP,Southeast,2024-10-29
1871,193156f5-3a4d-45fd-ad36-0bb746c3c90c,Barbosa,RJ,Southeast,2023-06-03
1872,33474b1b-8bc8-4d37-89cc-cf1a5c387c2a,Costa Alegre,ES,Southeast,2023-09-04
1873,d0c8da67-bec6-4bbe-8d7e-c4b140018cbe,Correia Grande,DF,Central-West,2024-09-06
1874,b757ec69-c09c-4207-9ae1-3a7fff9779f7,Albuquerque da Mata,MG,Southeast,2023-11-24
1875,c87b17d9-58bc-45e4-9282-d54d482702f0,Guerra Verde,RS,South,2023-01-27
1876,78d540ef-030b-4532-a7c2-4c68c1ff9427,Gonçalves,SC,South,2023-10-30
1877,bfc77282-b92c-4a72-ba17-d79a3a42958b,Melo,SP,Southeast,2024-03-04
1878,c935a278-9645-4ec1-840d-214b3bd54863,Silveira de Martins,MG,Southeast,2023-02-06
1879,5025ac18-15fb-45dc-8aba-ef3c5735773c,Lima,PR,South,2024-08-08
1880,6aed979f-b2ac-4768-b122-4f43c5274f35,Macedo,PE,Northeast,2023-12-18
1881,07b4e684-8ef6-4ee8-9a5a-8bc373315c49,Carvalho Verde,RS,South,2023-08-16
1882,f17fa5c0-4e39-465a-a0db-4294dfae1803,Monteiro,RS,South,2024-10-15
1883,5acb287d-d594-4c84-a8aa-454ecf76770a,Câmara das Pedras,BA,Northeast,2024-11-18
1884,67432c04-c0ac-4c00-af8e-26b26cfbf173,Duarte Verde,RJ,Southeast,2023-11-04
1885,083ed925-c90d-45aa-914c-c11c05f30bc5,Cassiano,PE,Northeast,2024-11-04
1886,548b4c63-fe87-46bc-b3e0-0dc5fa2c9e79,Garcia do Oeste,CE,Northeast,2023-07-05
1887,88d45ff4-104f-4fc5-a400-bb0ef2dd85f6,Correia do Amparo,RJ,Southeast,2024-04-27
1888,f6419405-91cb-4c49-942e-f29e1bcfb92f,Porto de da Rosa,SP,Southeast,2023-09-22
1889,acc54c62-1ab4-44a7-abe2-6bd117deace8,Andrade,RS,South,2024-07-26
1890,7d15c353-9a76-4ea9-b063-e9a0d393daad,Cirino,BA,Northeast,2023-07-07
1891,f686cfa7-e94d-4d1e-91ca-2a0b32f194d8,da Paz do Oeste,GO,Central-West,2023-12-10
1892,863ecbe2-a8d9-4292-8a85-e4433ba878d9,Marques,SC,South,2023-08-16
1893,02d3fb7e-84be-4e1c-9e5f-feaa0eb54078,Duarte,RJ,Southeast,2023-11-11
1894,641f79aa-692e-43b9-a8e9-77f0dc15c7c5,Camargo,MG,Southeast,2023-12-06
1895,7a6eaaa5-6b1d-40b9-8954-fc3d210f2a8a,Gomes,RJ,Southeast,2024-08-22
1896,34dbda6b-dd9e-4b6d-a751-82a4f48138b5,Costela,RJ,Southeast,2023-05-01
1897,b5ad09f5-d161-4381-aea4-b4054f4c3f0b,Castro de Pereira,MG,Southeast,2024-10-11
1898,9665df7c-4f70-488b-b06c-69d99339304b,Montenegro,PR,South,2024-09-27
1899,46834cc5-757e-4b43-af51-6850b77e5f7a,Abreu,SP,Southeast,2023-07-19
1900,1060573a-721b-4707-a487-7651fdb7c107,Pereira de Goiás,ES,Southeast,2024-11-28
1901,91b8ff07-e909-4654-9432-3b1c869e8836,Marques de Martins,RJ,Southeast,2023-11-02
1902,1752815c-bcbf-4583-8a01-75e5937d6fb1,Ramos dos Dourados,MG,Southeast,2023-06-04
1903,b62e8f02-d7b7-4862-b347-f1d458c6b1c6,Gonçalves da Serra,SP,Southeast,2023-07-25
1904,e66414db-2df8-44a8-bfc7-4cb86a40e5cc,Marques das Flores,RJ,Southeast,2024-08-06
1905,b2d2570a-2ef6-44f2-a8b9-7820e92c5b92,Gonçalves,DF,Central-West,2024-04-13
1906,3d5cab0e-0b2d-483a-b218-9128b2da61f7,da Mota,SP,Southeast,2023-07-04
1907,4ab946a2-89a9-4af3-a0ca-0f8ee1ef2dd3,Sampaio,BA,Northeast,2024-05-14
1908,379e03dd-e6f8-4ac3-b8ef-d250b9fe60c6,Jesus de Teixeira,RJ,Southeast,2023-07-01
1909,5e653990-fecd-4ded-9f08-f8558d85ddf1,Sá,RJ,Southeast,2023-03-01
1910,c78e0272-c43b-47af-8120-053d1aefff21,Jesus dos Dourados,SP,Southeast,2023-10-08
1911,818d72af-3516-467d-80b5-50232a32e553,Martins,SP,Southeast,2023-06-22
1912,b1c9d0dc-a38c-435f-92bc-f09006d6fba7,Garcia de Fernandes,PR,South,2023-06-12
1913,31c46ef9-db13-42ec-a63b-4427bef7110a,Andrade do Sul,MG,Southeast,2023-04-01
1914,eac97d37-b587-4d33-9d5b-d8b04027b283,Duarte,SP,Southeast,2024-03-20
1915,7c192e61-76d8-4bc7-bfa9-3b6eab987d93,Azevedo de Barros,SC,South,2024-02-18
1916,b6ad478c-3e06-4427-a832-a2288c65d01b,Carvalho de Melo,MG,Southeast,2024-05-03
1917,294f513f-d770-446e-8775-d7abd2077bc4,Almeida,RJ,Southeast,2023-02-08
1918,4b4d1079-2d5f-40d9-99bb-5bf09b639a38,Nascimento,PR,South,2024-01-18
1919,13dca154-2b1f-42ab-a40e-b68ebdcf6fd4,Rocha,GO,Central-West,2023-11-26
1920,5bab96cc-70ce-4646-a74b-8b9845f3dc5a,Cunha,BA,Northeast,2024-06-27
1921,accfb130-e487-4e77-88d1-6094b6e3b91b,Macedo,SP,Southeast,2024-11-23
1922,a2819fce-d624-4055-8c39-bd0eb25db530,Gomes,SP,Southeast,2023-09-12
1923,0d6b160f-71a9-4c81-8eee-5680b0ba8fe3,Aragão,SP,Southeast,2023-12-19
1924,33a51ac6-c461-494d-a09c-fe40c5bca449,Freitas,RJ,Southeast,2023-04-16
1925,176519e7-3332-432b-bd10-fa95e8a44238,Leão,RJ,Southeast,2024-08-25
1926,564d46aa-03ba-43a0-bd42-269c07275940,Rodrigues,RJ,Southeast,2023-03-08
1927,f5705436-3877-4265-902c-01a3ab404598,Rios,PE,Northeast,2023-11-02
1928,0b44676d-2ac3-4be9-b958-d1532afa5f6a,Moraes do Campo,GO,Central-West,2024-04-11
1929,8fe2c74f-529b-40e0-93bf-8b10d0ccc1a5,Pinto,RS,South,2024-09-02
1930,6522e8b9-8aad-4665-af30-141d3505c563,Campos de Goiás,ES,Southeast,2024-03-20
1931,52c83bfc-5b48-461f-9b1b-4cd736ba4918,Albuquerque,CE,Northeast,2023-05-18
1932,03113626-50f5-4e97-a76c-11cb66f29d1d,Cunha dos Dourados,RJ,Southeast,2024-05-16
1933,d0a96757-a870-4d97-90e6-717638583966,Rezende da Praia,RJ,Southeast,2023-07-12
1934,37f39aac-e2ad-428b-913c-9f250b3f953a,da Rosa do Amparo,SP,Southeast,2024-02-18
1935,b668705d-1a10-448c-bd8f-b938fbac9ade,da Cunha,SP,Southeast,2023-08-18
1936,5308e1f2-9990-44a9-9841-2e07f5834c69,Rocha Grande,RS,South,2023-05-15
1937,c2ffd690-a2a6-461a-ace2-7ec9550100bf,Rios do Amparo,SP,Southeast,2023-01-23
1938,9bc8d6f6-0484-41b3-95c9-74a411489054,Garcia de Moraes,PR,South,2023-06-23
1939,80e022c8-3b80-4c61-bde7-8473a3fdd59c,da Conceição,SP,Southeast,2024-10-28
1940,e593562b-c249-459a-9dc9-06df056e3d78,das Neves,BA,Northeast,2024-01-20
1941,c1dadb7d-6db2-494b-bce7-e2983c847821,Pinto,CE,Northeast,2023-09-19
1942,5fe0c7c3-2336-460b-8f57-1d6b1452e130,da Rocha de Costa,BA,Northeast,2024-09-30
1943,a45ca94a-3452-48c4-a031-046126d3e222,da Costa,SP,Southeast,2023-02-19
1944,fd11b3ff-991b-449e-b9ad-d00aec648a9b,Sousa de Farias,SC,South,2024-10-31
1945,a4c31af7-514a-46bf-8733-4b73225f52ab,Moreira,PE,Northeast,2023-02-19
1946,a5e65ec4-6a36-4425-ba41-dd2ecab21438,Sá do Sul,RS,South,2024-03-02
1947,54ce20ea-bb9d-42c0-98d0-b8db3aa06694,da Cruz do Oeste,MG,Southeast,2023-05-07
1948,eaecf4e0-e819-49ce-8dd7-cac28a1055c5,Rodrigues,PR,South,2024-04-30
1949,9baa0785-38f2-47f0-b831-4c26b23f4738,Moreira Alegre,RS,South,2023-07-30
1950,018c0313-a139-4d49-b13e-90352efcd60c,Mendonça,RS,South,2024-10-07
1951,0d56e000-3145-4a6c-b423-23d911ea8815,Costela,SP,Southeast,2024-03-06
1952,97b6a461-2c76-44c1-977d-8b262024c407,da Costa,SC,South,2024-11-09
1953,b998e2d3-6d1e-4d7d-9402-96ee81e6935f,das Neves de Cavalcante,ES,Southeast,2024-09-29
1954,6c8c5d0e-3eb3-46fd-b291-bc95b8bf9cae,Pereira,SC,South,2023-05-21
1955,93906193-490c-4315-8d98-02023fbc75e0,Porto de Costa,MG,Southeast,2023-04-18
1956,7b2e00e6-c802-4d0e-9cc7-eb514598ab17,Fonseca,ES,Southeast,2024-09-24
1957,7880adc6-2af2-4718-a0b2-17f965f35984,Lima de Montenegro,SP,Southeast,2023-04-27
1958,c2a49fd8-6ef5-4cee-bc24-3f9f9c014262,Vieira,BA,Northeast,2024-05-24
1959,61a4b230-c30d-4c74-8512-56b87b64665c,Barros da Mata,SP,Southeast,2023-07-24
1960,8d87b7be-271d-40f1-8985-c98d985defc4,da Cunha,BA,Northeast,2024-06-19
1961,741f5545-4e4c-41f6-b6b1-d8fa61652fd3,Garcia da Prata,MT,Central-West,2024-01-02
1962,554ed52c-126a-4315-bb18-9d5d9b247a55,Silva,RS,South,2023-10-30
1963,ea879f65-279c-458a-b21a-6d71782152e0,Abreu,SP,Southeast,2024-07-15
1964,baf9706d-802d-4cc4-9c95-6e3103491b41,Mendonça das Flores,ES,Southeast,2023-08-01
1965,6507c321-f0b6-444f-aa73-30b3ecfa1700,Gomes do Amparo,RS,South,2024-05-07
1966,969b6b4b-fcce-4ef8-a41b-c4c24eccb0ab,Jesus,RJ,Southeast,2023-01-03
1967,ebee30cf-fe12-4ce5-89f0-8f24e28f5537,Gomes,SP,Southeast,2023-04-02
1968,31b8f079-2990-44c0-90cb-b982eea00af9,da Cunha da Praia,DF,Central-West,2024-08-10
1969,a28e0841-7d16-4228-b589-717e8275b18a,Sampaio do Norte,RS,South,2023-06-02
1970,6c8de840-ed30-4556-a2a5-3193a6a1cc2b,da Cruz,GO,Central-West,2024-06-07
1971,d0290d6b-ebe5-4cc4-88d5-7cf77a4c38ef,Pires do Sul,SP,Southeast,2023-04-14
1972,25dbbe8d-a534-4425-aa69-b7f7b28d7cb8,Pereira dos Dourados,DF,Central-West,2024-10-21
1973,41190559-25b9-4e82-ae5a-5f99f1bb5d9b,Pereira,SP,Southeast,2023-10-31
1974,d76d9612-a9a0-458e-b3a7-bd25940e3521,Albuquerque,SP,Southeast,2023-02-21
1975,a4f73a30-17a1-4a60-855e-6efb1de20f2d,Gonçalves Verde,SP,Southeast,2023-06-28
1976,84bed7ed-1491-451d-a6a7-a6b0f9619ae2,Lima,CE,Northeast,2023-10-25
1977,40bc2b56-6d47-42f8-946a-77af2a736a67,Montenegro da Prata,RJ,Southeast,2024-11-24
1978,960952eb-61fe-4f28-a2fb-8d66a8928ad4,Siqueira das Pedras,RJ,Southeast,2023-04-29
1979,ba47680f-eca0-4629-a05b-c7eac0a15dbc,Caldeira,SP,Southeast,2023-02-16
1980,cc2b2f49-c6d5-4a90-9296-ae08a2dcb574,Casa Grande Paulista,SP,Southeast,2023-05-22
1981,bf8ff33e-ee15-45cf-b5a3-7765bfacc63e,Sampaio da Mata,SC,South,2023-06-24
1982,d0fee4f1-2b1c-4d3d-bcad-b3fd01a4c2d1,Abreu de Brito,RJ,Southeast,2024-03-24
1983,6af7895b-b241-4fd3-8614-101711e121c7,Rezende da Mata,GO,Central-West,2023-10-02
1984,2d28a2a8-2bae-4fc7-ae52-b671bba8a7e5,Cirino Grande,CE,Northeast,2023-04-06
1985,80ab4b7f-2e96-4660-bc89-617d32b1792b,Machado,RJ,Southeast,2023-12-17
1986,2f85f99d-366b-4575-907a-9518912cf322,Araújo,SP,Southeast,2024-02-15
1987,c2589de2-cf26-4489-aec7-5a83bffa7a4f,da Luz,MG,Southeast,2024-04-12
1988,68a69e71-df22-4246-a6fb-61d3fba26c21,Pires de Pinto,SP,Southeast,2024-01-30
1989,2a873e02-a2ed-40b9-9e4c-f8bc1bf43b9f,da Rocha,RS,South,2024-05-04
1990,46d9e34d-1feb-41c7-a0b2-d14b15f0e5ea,Fernandes,BA,Northeast,2024-10-26
1991,7a57772b-3c1a-4ce2-95ec-ec2c07983bc0,Rocha de Teixeira,CE,Northeast,2023-06-20
1992,441dde33-0fa1-459f-826f-05f619cea0c3,Rios,SP,Southeast,2023-03-02
1993,0ab74b5d-fcd4-4681-8a09-7b17951b2503,Cunha,AM,North,2023-06-13
1994,602ba256-01db-4b73-8ab2-85dc85b7b774,Mendonça do Amparo,SP,Southeast,2024-08-27
1995,6df0ac3c-9ab8-480f-9647-9889c1c4f618,Freitas Alegre,MG,Southeast,2024-08-05
1996,3d563b0e-d11c-45c8-90b2-81c0ffdba2ee,Rios das Flores,RS,South,2023-07-05
1997,f9ad97ae-0ea7-41a6-9c5d-fb8d60e12973,Farias do Campo,SC,South,2024-01-03
1998,b2c454a4-dedb-4ef9-b4f8-a91300ca280f,Silveira Grande,SC,South,2024-12-01
1999,de772156-1f76-443f-9a16-b8530692fe02,Sampaio de Goiás,CE,Northeast,2023-05-14
2000,afa9d02c-9e4c-4be7-b3b0-e73d5e516bf8,Moraes de Jesus,MG,Southeast,2024-05-14
2001,fc76627b-00cd-41a8-b01c-8108a904babd,Almeida da Praia,SP,Southeast,2024-02-26
2002,cebc1bd7-f837-4be2-8bb6-8d75df996726,Rocha dos Dourados,MG,Southeast,2023-03-06
2003,667139de-7c0a-4f90-9b54-d2273bca7ff6,Ferreira,SP,Southeast,2023-11-18
2004,f104ad27-ee75-434e-b067-dba16d8bebc3,Ribeiro de Sampaio,SP,Southeast,2024-11-25
2005,628616f4-bbf9-404b-99b7-775fe7bb5e42,Pereira do Oeste,PR,South,2024-08-13
2006,8522496a-deaf-4fa9-a4a6-3a6cb641d449,Cardoso,RS,South,2023-08-18
2007,4d25298f-164b-45f0-8bfc-721c7f780428,Cavalcante de Machado,MT,Central-West,2024-11-16
2008,a9a2e9cd-7b6f-45df-9d9d-1d80f47e3ca0,da Cruz,CE,Northeast,2024-06-15
2009,f1b7bd1e-c0d5-4828-aba1-7f78362e17d4,Caldeira,ES,Southeast,2024-09-25
2010,077b1426-b73c-42ab-be4c-efed6f552c9e,Duarte,SP,Southeast,2024-11-08
2011,47c58839-c42c-40ba-a22c-636fe713f930,Silveira,RS,South,2024-05-08
2012,f395c213-79ee-42c0-aa7a-907d41f3f1b9,Rios,RJ,Southeast,2024-11-23
2013,a23036d2-88d7-447c-ac38-704b22c0eee9,Borges de Vieira,SC,South,2023-06-02
2014,394b5d35-df37-4ff8-9532-7432b118cad6,Ramos,PE,Northeast,2024-07-25
2015,b7aa53b6-e900-466f-a083-bf8857dda51e,Rezende da Prata,DF,Central-West,2024-09-19
2016,cef66a14-6fdc-421b-9b2c-0eb7f75c0751,Câmara,SP,Southeast,2024-10-20
2017,1672380e-4a7d-4fa1-9d9d-db864253fb27,Borges,GO,Central-West,2024-06-01
2018,efed098b-979a-4368-bd96-bb0a5719d3e4,Souza,PE,Northeast,2024-05-22
2019,5e24038e-92a5-43c8-9db9-2330f1276a5c,Dias,CE,Northeast,2023-03-18
2020,bca6a6b0-93b0-427e-a154-7769f43dd740,das Neves,BA,Northeast,2023-11-25
2021,309a8327-891d-47fe-970e-287a0fd7b0f2,Lima Alegre,SP,Southeast,2023-10-12
2022,ade6bf3c-cc2a-461d-9d72-33dbc572aa5b,Moreira,SP,Southeast,2023-08-17
2023,38de44f1-973d-4855-9a03-9d06a9eb0bf9,Gonçalves,PR,South,2024-01-23
2024,75ea1023-da34-45d9-89cd-90e7025a2dd4,Casa Grande da Mata,MG,Southeast,2023-08-29
2025,ae133adc-7ff5-488e-b80a-1bb7d653d4bb,Casa Grande de Peixoto,SP,Southeast,2024-03-30
2026,aa546c79-bf3f-41d5-a557-c82c488c6ea4,Peixoto,BA,Northeast,2024-04-03
2027,fd869a13-809b-4813-8f13-823b51f4a724,da Mota,SP,Southeast,2024-05-25
2028,92efd363-b4de-44a4-9900-da4bff317846,Pires de Cunha,MG,Southeast,2023-05-02
2029,f76c432e-b442-4cde-8a9f-6c5c7eb9fe2d,Araújo Alegre,AM,North,2024-10-31
2030,35eabd3e-b77d-4f3a-93f0-405827177e59,Sampaio,SP,Southeast,2024-02-18
2031,dd8cf1ca-ec54-42b4-8d74-fc38bc5882ec,Mendonça,MG,Southeast,2024-07-24
2032,fc00f3e7-4c91-4f0e-a44d-852cba3696cc,Almeida,PR,South,2023-04-04
2033,6c24dcaa-5660-42e1-a46c-d3c18c45fc9e,Ferreira de Sá,BA,Northeast,2024-09-25
2034,8720d00f-1263-41a0-a41c-b619643058d9,da Paz do Oeste,SC,South,2024-06-04
2035,64ce4589-8c4a-42ba-9b33-5860b37bdb99,Cardoso,PR,South,2024-11-01
2036,9494065d-ca91-48fb-8094-893252cb8f69,Santos,RS,South,2023-12-16
2037,29e7e176-a796-47c4-b520-d99e4dd7cb5c,Macedo,RJ,Southeast,2023-02-25
2038,e5b015b4-4a84-425f-bb81-4ce1b22a2428,Costela,PE,Northeast,2024-04-10
2039,32167340-bf95-4f33-8dea-6f5237d7cab3,Fonseca,RJ,Southeast,2024-09-26
2040,1a1940e4-935f-46e2-9b2c-1379b9d859f5,Garcia,PR,South,2024-11-03
2041,adf01fe0-6d57-4692-bb92-4354f34d4b13,Araújo,RJ,Southeast,2024-04-08
2042,794febef-f962-47e5-9b07-8b1118969587,Aragão,SP,Southeast,2024-11-05
2043,a66ccf43-83f3-4f4e-baf3-6aec1e0a7157,Pastor das Pedras,SP,Southeast,2023-12-16
2044,b8f91075-a081-45d2-a608-92d6f84006f2,da Cruz do Norte,RJ,Southeast,2024-10-10
2045,7d169638-658a-4377-bda8-b37a1e69d7ef,Sales da Serra,MT,Central-West,2023-10-26
2046,c69e17c9-6018-4b17-bec5-715ca71db3a6,Vasconcelos,PR,South,2024-01-18
2047,a67ac70a-d175-4cd1-9d69-cf6b76b35303,da Mota dos Dourados,RS,South,2023-02-16
2048,1ddb4f15-1eb8-4863-82f8-60445e08e249,Campos,DF,Central-West,2024-05-19
2049,e8920b25-ab35-475a-a433-66c97d3d6b72,Almeida,SP,Southeast,2024-02-24
2050,9297eaac-fcc2-4d18-92ae-f13c963bd564,da Mota de Sales,SP,Southeast,2024-09-17
2051,97c6eb3c-cb5a-4c0e-9834-a40dbecfdded,Gomes,SP,Southeast,2023-05-04
2052,b3e6922d-a504-4925-bffc-ff637bf3f8f5,da Rosa Verde,DF,Central-West,2024-02-07
2053,10416cbc-5342-44cf-9974-fb71200f7ed0,Guerra,SP,Southeast,2023-07-15
2054,64cfd9b9-050e-4961-b363-d272d0181ce6,Azevedo de Moreira,RS,South,2023-04-21
2055,b6b84329-89fa-45cc-95b0-4f8ad64f10b5,Sá,BA,Northeast,2023-02-17
2056,a898dac4-f736-4f7e-b51c-586ac0c3d59e,Cirino,DF,Central-West,2024-11-19
2057,2e106355-b1f9-4b31-995e-c9dedcac41f8,Novais,PR,South,2024-04-06
2058,1f7fe5b0-5075-455a-8cee-6b1c727dda84,Cardoso,MG,Southeast,2024-08-26
2059,29451370-a713-42ab-b4cb-7b9a933882b3,Novais,GO,Central-West,2023-05-18
2060,08f61b3f-c0c9-4cd8-99f8-a24e41bb0e0d,Campos,MT,Central-West,2023-01-05
2061,f75ddff4-5d12-4e9b-8c6f-9a458192ef8f,Lima,PR,South,2023-02-19
2062,00059b9d-a87d-41ff-b1fa-7e6afa236dbb,da Rosa,PR,South,2024-03-19
2063,84fa3889-f21f-4823-b23b-1efb0bd18d4a,Ribeiro da Prata,PE,Northeast,2024-05-09
2064,7d8da92b-93ba-44a3-a3cd-8a4471e64bce,Moreira da Praia,DF,Central-West,2023-07-01
2065,35b80aae-82b6-4c8e-89c8-18d79b2e18c0,Ribeiro,RS,South,2023-06-27
2066,09676569-3cb2-4bf1-8b73-ca1cd1dc01e5,Casa Grande,RS,South,2023-05-12
2067,371831f3-d527-489b-9b28-65da4cb9be7b,Pereira,SP,Southeast,2024-11-04
2068,5bebb1c7-977f-499a-b74e-65388d548038,Cardoso das Pedras,PR,South,2023-11-26
2069,42bb8f63-4145-4abc-8cc2-e0f013093c17,Rezende da Serra,ES,Southeast,2024-01-29
2070,f1da833d-1550-4390-b4c0-db3e666a4a82,Rocha das Pedras,MG,Southeast,2024-09-15
2071,89310697-24ab-42a0-b1cb-c263f0b0e729,Barbosa,DF,Central-West,2023-09-12
2072,fecfdd72-44f7-40a8-bb90-9511a12b61ae,Silva,SP,Southeast,2023-12-18
2073,a5d453c4-a845-4ee9-904a-da375f44b716,Leão,MT,Central-West,2024-04-08
2074,fe11230e-50fc-4daa-a74b-369ed2524487,Garcia do Sul,PE,Northeast,2023-05-22
2075,13d8a6e6-3f5c-422a-9a86-013df6c9dd38,Campos da Prata,MG,Southeast,2024-06-08
2076,6822d128-8c61-459f-af19-43901c285022,Farias,RJ,Southeast,2024-07-14
2077,e8c44e4c-5ce1-4cc2-96c7-02a1a3e2ac17,Vasconcelos Paulista,CE,Northeast,2024-07-20
2078,39cbc41a-cc50-4bea-9e6d-4e252575dbd1,Albuquerque do Campo,SC,South,2023-07-25
2079,38e3c67d-f801-4a19-babf-8aef608d4b54,Caldeira do Campo,SP,Southeast,2023-10-25
2080,e0218caf-ba73-4a4e-86c7-1c162cfcbb3f,Pastor do Amparo,RS,South,2024-11-19
2081,b3510ddc-5951-4620-8769-ee241875589a,Novaes Paulista,SP,Southeast,2024-10-27
2082,0c475261-e585-40a5-995c-663b9b82f430,Dias,MT,Central-West,2023-07-02
