payment_id,order_id,payment_type,installments,payment_value
3896,3896,boleto,1,2090.26
3897,3897,debit_card,1,82.01
3898,3898,boleto,1,839.61
3899,3899,credit_card,1,98.56
3900,3900,voucher,1,1154.8
3901,3901,voucher,1,1444.93
3902,3902,credit_card,6,1491.48
3903,3903,credit_card,1,264.1
3904,3904,boleto,1,5480.56
3905,3905,voucher,1,481.58
3906,3906,debit_card,1,2343.72
3907,3907,debit_card,1,1431.47
3908,3908,debit_card,1,4060.56
3909,3909,debit_card,1,1088.39
3910,3910,voucher,1,1184.8
3911,3911,debit_card,1,1345.51
3912,3912,debit_card,1,6645.34
3913,3913,voucher,1,1748.67
3914,3914,debit_card,1,991.98
3915,3915,boleto,1,224.18
3916,3916,voucher,1,1482.2
3917,3917,boleto,1,3364.45
3918,3918,boleto,1,2525.67
3919,3919,debit_card,1,1628.48
3920,3920,boleto,1,5079.44
3921,3921,credit_card,1,268.58
3922,3922,voucher,1,4801.29
3923,3923,debit_card,1,5517.31
3924,3924,voucher,1,213.97
3925,3925,credit_card,1,1481.79
3926,3926,credit_card,10,4115.72
3927,3927,credit_card,10,270.19
3928,3928,boleto,1,2206.83
3929,3929,debit_card,1,543.05
3930,3930,voucher,1,14717.35
3931,3931,voucher,1,437.25
3932,3932,boleto,1,3722.0
3933,3933,voucher,1,5031.44
3934,3934,voucher,1,2614.24
3935,3935,voucher,1,1787.44
3936,3936,boleto,1,419.9
3937,3937,boleto,1,424.66
3938,3938,credit_card,1,2934.71
3939,3939,boleto,1,2336.33
3940,3940,voucher,1,76.6
3941,3941,debit_card,1,273.98
3942,3942,boleto,1,7867.12
3943,3943,credit_card,4,1674.89
3944,3944,debit_card,1,1163.04
3945,3945,voucher,1,4293.56
3946,3946,credit_card,3,290.21
3947,3947,boleto,1,5308.38
3948,3948,debit_card,1,1586.09
3949,3949,debit_card,1,447.15
3950,3950,credit_card,10,3533.01
3951,3951,credit_card,1,210.68
3952,3952,boleto,1,5972.49
3953,3953,debit_card,1,318.41
3954,3954,debit_card,1,484.09
3955,3955,voucher,1,112.19
3956,3956,credit_card,1,170.17
3957,3957,boleto,1,5110.37
3958,3958,credit_card,6,3282.55
3959,3959,boleto,1,3062.99
3960,3960,credit_card,1,896.84
3961,3961,voucher,1,3574.8
3962,3962,voucher,1,2475.38
3963,3963,voucher,1,281.34
3964,3964,boleto,1,103.66
3965,3965,boleto,1,824.41
3966,3966,credit_card,1,345.04
3967,3967,debit_card,1,5873.71
3968,3968,debit_card,1,4597.42
3969,3969,voucher,1,4345.06
3970,3970,credit_card,1,307.65
3971,3971,debit_card,1,386.6
3972,3972,debit_card,1,408.58
3973,3973,credit_card,6,3550.72
3974,3974,credit_card,1,914.45
3975,3975,boleto,1,1008.55
3976,3976,credit_card,6,1913.91
3977,3977,debit_card,1,3881.76
3978,3978,credit_card,1,3723.74
3979,3979,credit_card,6,4272.95
3980,3980,voucher,1,2910.72
3981,3981,boleto,1,839.67
3982,3982,credit_card,1,1053.17
3983,3983,credit_card,1,107.19
3984,3984,credit_card,1,155.01
3985,3985,credit_card,6,4766.26
3986,3986,debit_card,1,1695.71
3987,3987,boleto,1,6444.01
3988,3988,voucher,1,420.86
3989,3989,voucher,1,428.11
3990,3990,voucher,1,193.76
3991,3991,voucher,1,1348.07
3992,3992,boleto,1,388.77
3993,3993,debit_card,1,8944.61
3994,3994,voucher,1,885.37
3995,3995,boleto,1,6021.36
3996,3996,credit_card,2,281.05
3997,3997,credit_card,1,3844.61
3998,3998,debit_card,1,3588.18
3999,3999,debit_card,1,906.14
4000,4000,debit_card,1,147.08
4001,4001,boleto,1,3443.64
4002,4002,credit_card,1,1352.46
4003,4003,debit_card,1,934.25
4004,4004,debit_card,1,3480.37
4005,4005,debit_card,1,423.39
4006,4006,boleto,1,5092.67
4007,4007,voucher,1,664.0
4008,4008,credit_card,3,916.44
4009,4009,debit_card,1,94.26
4010,4010,debit_card,1,3000.86
4011,4011,voucher,1,94.74
4012,4012,credit_card,4,710.27
4013,4013,debit_card,1,1913.5
4014,4014,debit_card,1,15401.21
4015,4015,boleto,1,2985.11
4016,4016,credit_card,6,432.37
4017,4017,boleto,1,75.03
4018,4018,voucher,1,1334.47
4019,4019,boleto,1,842.88
4020,4020,credit_card,2,222.19
4021,4021,credit_card,3,2694.52
4022,4022,debit_card,1,785.83
4023,4023,credit_card,1,1757.6
4024,4024,boleto,1,1035.84
4025,4025,voucher,1,86.46
4026,4026,debit_card,1,1042.18
4027,4027,voucher,1,2568.39
4028,4028,boleto,1,1247.13
4029,4029,debit_card,1,1284.3
4030,4030,voucher,1,249.28
4031,4031,voucher,1,1164.83
4032,4032,boleto,1,315.95
4033,4033,credit_card,3,5844.01
4034,4034,voucher,1,5265.57
4035,4035,boleto,1,4895.25
4036,4036,debit_card,1,2380.12
4037,4037,credit_card,4,1934.57
4038,4038,voucher,1,1437.72
4039,4039,boleto,1,3492.39
4040,4040,boleto,1,465.3
4041,4041,credit_card,2,3469.35
4042,4042,debit_card,1,417.97
4043,4043,voucher,1,1034.24
4044,4044,voucher,1,3608.74
4045,4045,boleto,1,4597.44
4046,4046,boleto,1,3268.86
4047,4047,voucher,1,10032.02
4048,4048,boleto,1,373.54
4049,4049,boleto,1,967.79
4050,4050,debit_card,1,4996.79
4051,4051,debit_card,1,257.19
4052,4052,voucher,1,382.9
4053,4053,boleto,1,233.22
4054,4054,boleto,1,373.59
4055,4055,credit_card,3,4935.19
4056,4056,debit_card,1,2455.88
4057,4057,debit_card,1,508.55
4058,4058,boleto,1,2284.59
4059,4059,credit_card,1,1743.59
4060,4060,credit_card,6,6255.05
4061,4061,voucher,1,566.59
4062,4062,credit_card,1,2392.5
4063,4063,credit_card,1,210.49
4064,4064,boleto,1,123.8
4065,4065,voucher,1,82.68
4066,4066,boleto,1,3279.3
4067,4067,credit_card,2,2635.43
4068,4068,boleto,1,1828.77
4069,4069,boleto,1,565.1
4070,4070,voucher,1,117.55
4071,4071,boleto,1,2655.96
4072,4072,debit_card,1,117.85
4073,4073,debit_card,1,3645.38
4074,4074,credit_card,2,3040.56
4075,4075,boleto,1,1754.32
4076,4076,debit_card,1,1120.78
4077,4077,debit_card,1,583.94
4078,4078,voucher,1,705.73
4079,4079,debit_card,1,4595.56
4080,4080,boleto,1,60.43
4081,4081,boleto,1,1859.22
4082,4082,debit_card,1,3680.96
4083,4083,credit_card,1,3920.4
4084,4084,debit_card,1,1502.66
4085,4085,boleto,1,3006.14
4086,4086,voucher,1,1380.42
4087,4087,voucher,1,1703.45
4088,4088,boleto,1,5040.82
4089,4089,voucher,1,950.4
4090,4090,debit_card,1,1122.84
4091,4091,voucher,1,890.44
4092,4092,debit_card,1,382.97
4093,4093,boleto,1,746.61
4094,4094,debit_card,1,1605.23
4095,4095,boleto,1,251.37
4096,4096,voucher,1,1510.16
4097,4097,debit_card,1,148.79
4098,4098,voucher,1,404.03
4099,4099,boleto,1,408.49
4100,4100,boleto,1,714.84
4101,4101,credit_card,2,6128.2
4102,4102,debit_card,1,260.32
4103,4103,boleto,1,1911.98
4104,4104,debit_card,1,5378.5
4105,4105,credit_card,3,2495.6
4106,4106,voucher,1,469.68
4107,4107,voucher,1,416.34
4108,4108,debit_card,1,838.93
4109,4109,voucher,1,307.93
4110,4110,voucher,1,1001.92
4111,4111,boleto,1,2461.16
4112,4112,debit_card,1,2692.95
4113,4113,credit_card,1,3060.47
4114,4114,voucher,1,300.56
4115,4115,credit_card,1,1991.23
4116,4116,credit_card,2,3049.12
4117,4117,boleto,1,1461.47
4118,4118,voucher,1,1090.68
4119,4119,credit_card,1,458.22
4120,4120,boleto,1,1917.91
4121,4121,credit_card,4,1110.72
4122,4122,voucher,1,1286.07
4123,4123,credit_card,3,1720.75
4124,4124,credit_card,1,645.95
4125,4125,boleto,1,2242.35
4126,4126,debit_card,1,3836.19
4127,4127,credit_card,1,105.87
4128,4128,credit_card,1,102.41
4129,4129,boleto,1,1485.95
4130,4130,credit_card,1,1559.88
4131,4131,boleto,1,1749.77
4132,4132,debit_card,1,6854.87
4133,4133,debit_card,1,3882.71
4134,4134,credit_card,4,292.73
4135,4135,boleto,1,1289.8
4136,4136,credit_card,4,568.93
4137,4137,voucher,1,4466.22
4138,4138,voucher,1,996.26
4139,4139,credit_card,6,4248.44
4140,4140,credit_card,3,5480.21
4141,4141,boleto,1,2715.99
4142,4142,credit_card,1,264.44
4143,4143,credit_card,3,5270.15
4144,4144,credit_card,4,200.16
4145,4145,voucher,1,406.4
4146,4146,boleto,1,746.93
4147,4147,debit_card,1,3274.49
4148,4148,boleto,1,2136.78
4149,4149,voucher,1,527.05
4150,4150,boleto,1,112.89
4151,4151,boleto,1,677.31
4152,4152,credit_card,2,1458.99
4153,4153,credit_card,6,818.6
4154,4154,voucher,1,2086.28
4155,4155,credit_card,4,492.26
4156,4156,debit_card,1,89.09
4157,4157,voucher,1,1748.29
4158,4158,boleto,1,2506.9
4159,4159,credit_card,1,1204.68
4160,4160,boleto,1,195.36
4161,4161,credit_card,3,384.99
4162,4162,boleto,1,1293.42
4163,4163,debit_card,1,128.88
4164,4164,credit_card,1,5039.6
4165,4165,debit_card,1,823.27
4166,4166,debit_card,1,511.35
4167,4167,credit_card,1,327.11
4168,4168,credit_card,3,487.79
4169,4169,voucher,1,1129.48
4170,4170,voucher,1,2197.75
4171,4171,debit_card,1,1836.91
4172,4172,boleto,1,855.44
4173,4173,credit_card,1,550.91
4174,4174,credit_card,10,297.34
4175,4175,debit_card,1,395.61
4176,4176,debit_card,1,1337.3
4177,4177,debit_card,1,1148.25
4178,4178,debit_card,1,4244.08
4179,4179,credit_card,2,418.36
4180,4180,voucher,1,604.12
4181,4181,credit_card,10,1061.86
4182,4182,credit_card,1,3819.78
4183,4183,voucher,1,1547.82
4184,4184,credit_card,1,160.0
4185,4185,voucher,1,2175.56
4186,4186,debit_card,1,1174.76
4187,4187,boleto,1,3078.99
4188,4188,voucher,1,2931.65
4189,4189,credit_card,1,7279.9
4190,4190,boleto,1,3869.42
4191,4191,debit_card,1,636.96
4192,4192,boleto,1,604.88
4193,4193,boleto,1,416.04
4194,4194,credit_card,6,7843.84
4195,4195,voucher,1,5087.54
4196,4196,boleto,1,241.83
4197,4197,debit_card,1,3949.69
4198,4198,boleto,1,41.98
4199,4199,voucher,1,890.91
4200,4200,debit_card,1,2283.89
4201,4201,voucher,1,64.51
4202,4202,debit_card,1,6169.74
4203,4203,debit_card,1,1625.44
4204,4204,voucher,1,370.02
4205,4205,boleto,1,312.65
4206,4206,debit_card,1,3473.83
4207,4207,debit_card,1,741.58
4208,4208,debit_card,1,1565.15
4209,4209,credit_card,4,3379.85
4210,4210,boleto,1,1385.64
4211,4211,voucher,1,187.22
4212,4212,credit_card,10,3126.94
4213,4213,credit_card,10,2511.69
4214,4214,debit_card,1,947.02
4215,4215,voucher,1,687.96
4216,4216,boleto,1,300.38
4217,4217,credit_card,1,3185.03
4218,4218,debit_card,1,2711.82
4219,4219,credit_card,1,486.33
4220,4220,credit_card,1,670.03
4221,4221,credit_card,1,3800.68
4222,4222,debit_card,1,7188.55
4223,4223,voucher,1,2400.51
4224,4224,debit_card,1,514.38
4225,4225,debit_card,1,1764.74
4226,4226,voucher,1,2566.95
4227,4227,credit_card,2,1902.21
4228,4228,credit_card,10,1912.69
4229,4229,credit_card,1,191.48
4230,4230,credit_card,1,149.58
4231,4231,voucher,1,1489.46
4232,4232,boleto,1,1232.56
4233,4233,boleto,1,349.13
4234,4234,boleto,1,5014.27
4235,4235,boleto,1,4313.38
4236,4236,boleto,1,768.48
4237,4237,boleto,1,1129.17
4238,4238,credit_card,1,83.06
4239,4239,voucher,1,3106.95
4240,4240,voucher,1,422.06
4241,4241,debit_card,1,824.74
4242,4242,voucher,1,1327.12
4243,4243,credit_card,1,164.92
4244,4244,debit_card,1,2327.69
4245,4245,boleto,1,839.45
4246,4246,boleto,1,2000.2
4247,4247,debit_card,1,999.98
4248,4248,debit_card,1,6892.92
4249,4249,debit_card,1,4963.78
4250,4250,voucher,1,70.8
4251,4251,credit_card,10,5201.04
4252,4252,debit_card,1,405.04
4253,4253,voucher,1,3239.65
4254,4254,debit_card,1,1881.49
4255,4255,debit_card,1,1002.76
4256,4256,boleto,1,2516.07
4257,4257,voucher,1,1398.24
4258,4258,voucher,1,831.54
4259,4259,debit_card,1,270.11
4260,4260,debit_card,1,4591.05
4261,4261,credit_card,2,3572.25
4262,4262,debit_card,1,534.59
4263,4263,debit_card,1,599.41
4264,4264,credit_card,2,288.45
4265,4265,credit_card,1,380.52
4266,4266,debit_card,1,294.69
4267,4267,boleto,1,4889.66
4268,4268,voucher,1,539.88
4269,4269,voucher,1,1475.27
4270,4270,voucher,1,2048.24
4271,4271,debit_card,1,379.55
4272,4272,credit_card,4,899.75
4273,4273,credit_card,1,2234.69
4274,4274,debit_card,1,886.87
4275,4275,debit_card,1,1250.73
4276,4276,credit_card,1,170.31
4277,4277,boleto,1,130.18
4278,4278,credit_card,1,1754.53
4279,4279,debit_card,1,983.44
4280,4280,debit_card,1,2408.27
4281,4281,voucher,1,416.57
4282,4282,credit_card,4,766.12
4283,4283,credit_card,1,2385.26
4284,4284,credit_card,1,1531.73
4285,4285,credit_card,1,1917.96
4286,4286,boleto,1,214.53
4287,4287,credit_card,3,242.87
4288,4288,voucher,1,3439.45
4289,4289,credit_card,6,365.08
4290,4290,voucher,1,3962.32
4291,4291,credit_card,10,4329.74
4292,4292,debit_card,1,463.37
4293,4293,credit_card,10,207.79
4294,4294,credit_card,2,1605.68
4295,4295,boleto,1,920.34
4296,4296,debit_card,1,832.35
4297,4297,debit_card,1,1457.82
4298,4298,boleto,1,168.26
4299,4299,voucher,1,539.28
4300,4300,boleto,1,263.03
4301,4301,voucher,1,1610.39
4302,4302,debit_card,1,436.13
4303,4303,voucher,1,1535.02
4304,4304,voucher,1,870.91
4305,4305,boleto,1,382.01
4306,4306,credit_card,10,2098.47
4307,4307,credit_card,1,2097.7
4308,4308,debit_card,1,1873.44
4309,4309,credit_card,1,2472.71
4310,4310,debit_card,1,431.41
4311,4311,debit_card,1,7038.21
4312,4312,debit_card,1,6451.49
4313,4313,debit_card,1,2032.45
4314,4314,voucher,1,953.62
4315,4315,boleto,1,2884.71
4316,4316,credit_card,1,4701.21
4317,4317,credit_card,3,6343.45
4318,4318,credit_card,4,3639.05
4319,4319,voucher,1,3855.21
4320,4320,voucher,1,2521.95
4321,4321,boleto,1,70.6
4322,4322,voucher,1,5678.04
4323,4323,credit_card,1,1240.69
4324,4324,debit_card,1,238.26
4325,4325,credit_card,6,1042.49
4326,4326,debit_card,1,4231.7
4327,4327,voucher,1,923.69
4328,4328,voucher,1,3840.91
4329,4329,credit_card,1,521.76
4330,4330,credit_card,6,4641.52
4331,4331,boleto,1,269.98
4332,4332,voucher,1,154.34
4333,4333,boleto,1,1219.21
4334,4334,boleto,1,2854.8
4335,4335,voucher,1,579.46
4336,4336,debit_card,1,964.85
4337,4337,voucher,1,86.51
4338,4338,debit_card,1,401.66
4339,4339,voucher,1,70.49
4340,4340,boleto,1,314.97
4341,4341,debit_card,1,2714.74
4342,4342,voucher,1,1074.6
4343,4343,debit_card,1,1968.86
4344,4344,voucher,1,381.91
4345,4345,credit_card,1,381.4
4346,4346,credit_card,2,1161.31
4347,4347,debit_card,1,728.95
4348,4348,boleto,1,1299.51
4349,4349,debit_card,1,239.93
4350,4350,debit_card,1,183.38
4351,4351,debit_card,1,148.23
4352,4352,credit_card,10,249.05
4353,4353,voucher,1,272.8
4354,4354,voucher,1,5703.06
4355,4355,boleto,1,880.72
4356,4356,voucher,1,1688.49
4357,4357,voucher,1,411.4
4358,4358,credit_card,1,80.44
4359,4359,voucher,1,704.31
4360,4360,debit_card,1,3529.9
4361,4361,voucher,1,2285.17
4362,4362,voucher,1,285.33
4363,4363,voucher,1,113.75
4364,4364,voucher,1,424.6
4365,4365,boleto,1,398.54
4366,4366,voucher,1,2894.57
4367,4367,boleto,1,290.05
4368,4368,debit_card,1,2067.85
4369,4369,voucher,1,5715.74
4370,4370,voucher,1,799.56
4371,4371,boleto,1,2557.02
4372,4372,credit_card,2,362.19
4373,4373,boleto,1,10428.69
4374,4374,credit_card,4,7563.52
4375,4375,voucher,1,253.59
4376,4376,voucher,1,8410.59
4377,4377,debit_card,1,1520.41
4378,4378,debit_card,1,166.4
4379,4379,credit_card,1,1662.68
4380,4380,debit_card,1,370.77
4381,4381,voucher,1,295.34
4382,4382,debit_card,1,1541.11
4383,4383,voucher,1,270.45
4384,4384,credit_card,1,397.18
4385,4385,boleto,1,546.76
4386,4386,credit_card,2,724.47
4387,4387,debit_card,1,304.67
4388,4388,voucher,1,307.07
4389,4389,boleto,1,1726.99
4390,4390,debit_card,1,553.05
4391,4391,voucher,1,1395.25
4392,4392,voucher,1,2826.45
4393,4393,debit_card,1,536.44
4394,4394,boleto,1,366.91
4395,4395,boleto,1,228.28
4396,4396,debit_card,1,832.72
4397,4397,voucher,1,523.91
4398,4398,voucher,1,361.17
4399,4399,credit_card,1,1144.19
4400,4400,voucher,1,1473.44
4401,4401,debit_card,1,368.85
4402,4402,debit_card,1,555.24
4403,4403,boleto,1,1576.75
4404,4404,boleto,1,976.35
4405,4405,debit_card,1,349.67
4406,4406,credit_card,1,949.83
4407,4407,boleto,1,488.41
4408,4408,debit_card,1,189.72
4409,4409,boleto,1,639.81
4410,4410,boleto,1,5203.21
4411,4411,voucher,1,255.78
4412,4412,debit_card,1,236.09
4413,4413,debit_card,1,5378.4
4414,4414,voucher,1,501.46
4415,4415,credit_card,2,405.42
4416,4416,boleto,1,2604.41
4417,4417,voucher,1,7174.63
4418,4418,credit_card,1,864.58
4419,4419,debit_card,1,171.96
4420,4420,credit_card,3,737.61
4421,4421,boleto,1,577.52
4422,4422,voucher,1,183.98
4423,4423,boleto,1,445.86
4424,4424,voucher,1,3668.64
4425,4425,boleto,1,3126.49
4426,4426,voucher,1,59.93
4427,4427,boleto,1,1179.56
4428,4428,credit_card,3,2061.96
4429,4429,credit_card,1,450.42
4430,4430,voucher,1,1775.39
4431,4431,boleto,1,1453.41
4432,4432,voucher,1,2762.73
4433,4433,boleto,1,5373.98
4434,4434,voucher,1,131.85
4435,4435,debit_card,1,313.36
4436,4436,boleto,1,1450.9
4437,4437,debit_card,1,913.73
4438,4438,debit_card,1,66.28
4439,4439,credit_card,2,7290.46
4440,4440,boleto,1,5378.94
4441,4441,debit_card,1,2807.09
4442,4442,voucher,1,348.68
4443,4443,credit_card,1,4317.75
4444,4444,credit_card,10,348.47
4445,4445,debit_card,1,94.78
4446,4446,debit_card,1,1771.06
4447,4447,boleto,1,877.71
4448,4448,debit_card,1,394.51
4449,4449,debit_card,1,1084.93
4450,4450,debit_card,1,1545.77
4451,4451,boleto,1,262.7
4452,4452,boleto,1,5241.15
4453,4453,voucher,1,78.38
4454,4454,voucher,1,2965.45
4455,4455,debit_card,1,1163.9
4456,4456,boleto,1,2107.07
4457,4457,debit_card,1,532.01
4458,4458,credit_card,1,270.04
4459,4459,credit_card,1,225.35
4460,4460,debit_card,1,2638.79
4461,4461,credit_card,1,2237.21
4462,4462,debit_card,1,4495.02
4463,4463,boleto,1,3749.7
4464,4464,boleto,1,4881.71
4465,4465,boleto,1,3679.01
4466,4466,boleto,1,65.64
4467,4467,credit_card,3,2228.31
4468,4468,credit_card,1,929.53
4469,4469,credit_card,3,788.47
4470,4470,debit_card,1,171.37
4471,4471,voucher,1,59.83
4472,4472,credit_card,1,3861.91
4473,4473,voucher,1,4989.8
4474,4474,boleto,1,848.7
4475,4475,boleto,1,746.91
4476,4476,boleto,1,1591.88
4477,4477,boleto,1,2946.27
4478,4478,voucher,1,405.3
4479,4479,credit_card,1,4150.5
4480,4480,voucher,1,1245.95
4481,4481,boleto,1,364.57
4482,4482,credit_card,3,3715.02
4483,4483,boleto,1,2893.25
4484,4484,voucher,1,309.54
4485,4485,voucher,1,1908.07
4486,4486,voucher,1,411.06
4487,4487,boleto,1,956.53
4488,4488,voucher,1,723.05
4489,4489,boleto,1,1117.92
4490,4490,credit_card,1,61.97
4491,4491,credit_card,4,1182.05
4492,4492,debit_card,1,6608.67
4493,4493,debit_card,1,2260.13
4494,4494,credit_card,1,2409.8
4495,4495,voucher,1,1982.09
4496,4496,debit_card,1,200.15
4497,4497,boleto,1,229.7
4498,4498,boleto,1,3241.07
4499,4499,debit_card,1,1064.86
4500,4500,voucher,1,1513.09
4501,4501,debit_card,1,6796.85
4502,4502,voucher,1,182.41
4503,4503,debit_card,1,1383.89
4504,4504,voucher,1,141.65
4505,4505,boleto,1,304.42
4506,4506,debit_card,1,269.22
4507,4507,voucher,1,4492.5
4508,4508,boleto,1,907.06
4509,4509,credit_card,1,1286.57
4510,4510,debit_card,1,272.59
4511,4511,debit_card,1,478.66
4512,4512,credit_card,6,1992.61
4513,4513,debit_card,1,54.39
4514,4514,boleto,1,472.78
4515,4515,debit_card,1,1688.92
4516,4516,debit_card,1,346.9
4517,4517,debit_card,1,438.3
4518,4518,voucher,1,4164.7
4519,4519,voucher,1,632.43
4520,4520,boleto,1,1807.72
4521,4521,debit_card,1,587.0
4522,4522,boleto,1,1618.05
4523,4523,credit_card,1,3590.35
4524,4524,boleto,1,2112.21
4525,4525,voucher,1,7033.21
4526,4526,voucher,1,3555.8
4527,4527,boleto,1,1503.65
4528,4528,credit_card,3,3243.98
4529,4529,voucher,1,3356.98
4530,4530,boleto,1,296.28
4531,4531,credit_card,2,2397.42
4532,4532,voucher,1,371.57
4533,4533,voucher,1,652.56
4534,4534,voucher,1,2675.97
4535,4535,voucher,1,202.52
4536,4536,debit_card,1,290.86
4537,4537,boleto,1,135.6
4538,4538,voucher,1,6865.11
4539,4539,debit_card,1,3373.79
4540,4540,boleto,1,1286.26
4541,4541,credit_card,1,175.86
4542,4542,boleto,1,1287.56
4543,4543,credit_card,6,904.79
4544,4544,credit_card,2,1853.41
4545,4545,credit_card,2,787.14
4546,4546,boleto,1,136.75
4547,4547,boleto,1,2138.08
4548,4548,voucher,1,186.64
4549,4549,boleto,1,192.79
4550,4550,boleto,1,2796.72
4551,4551,credit_card,1,119.64
4552,4552,voucher,1,722.51
4553,4553,boleto,1,3888.52
4554,4554,debit_card,1,555.51
4555,4555,boleto,1,4263.65
4556,4556,voucher,1,384.81
4557,4557,voucher,1,291.68
4558,4558,debit_card,1,3812.96
4559,4559,voucher,1,3605.08
4560,4560,debit_card,1,3389.73
4561,4561,credit_card,1,3192.04
4562,4562,boleto,1,2141.93
4563,4563,boleto,1,1346.45
4564,4564,debit_card,1,2157.79
4565,4565,boleto,1,182.64
4566,4566,debit_card,1,1903.38
4567,4567,debit_card,1,2190.06
4568,4568,credit_card,1,1787.08
4569,4569,debit_card,1,1660.49
4570,4570,debit_card,1,688.21
4571,4571,debit_card,1,297.23
4572,4572,credit_card,3,607.78
4573,4573,voucher,1,52.49
4574,4574,credit_card,1,2458.28
4575,4575,voucher,1,3498.66
4576,4576,boleto,1,155.71
4577,4577,credit_card,3,2725.13
4578,4578,debit_card,1,2686.45
4579,4579,debit_card,1,880.45
4580,4580,boleto,1,556.13
4581,4581,boleto,1,2771.88
4582,4582,boleto,1,3713.66
4583,4583,credit_card,1,497.33
4584,4584,credit_card,6,439.67
4585,4585,credit_card,1,276.08
4586,4586,debit_card,1,5085.72
4587,4587,credit_card,4,2139.91
4588,4588,debit_card,1,878.0
4589,4589,voucher,1,2258.1
4590,4590,credit_card,4,991.37
4591,4591,boleto,1,869.82
4592,4592,voucher,1,291.63
4593,4593,credit_card,1,47.08
4594,4594,credit_card,1,4716.29
4595,4595,boleto,1,2780.06
4596,4596,debit_card,1,370.74
4597,4597,credit_card,1,460.25
4598,4598,boleto,1,183.77
4599,4599,debit_card,1,177.65
4600,4600,voucher,1,184.92
4601,4601,voucher,1,273.15
4602,4602,debit_card,1,613.27
4603,4603,credit_card,6,439.54
4604,4604,boleto,1,1840.05
4605,4605,boleto,1,562.7
4606,4606,credit_card,1,1998.43
4607,4607,credit_card,1,1768.98
4608,4608,boleto,1,315.3
4609,4609,debit_card,1,110.58
4610,4610,debit_card,1,119.15
4611,4611,credit_card,1,1303.03
4612,4612,boleto,1,229.29
4613,4613,credit_card,6,643.27
4614,4614,voucher,1,318.71
4615,4615,boleto,1,1703.72
4616,4616,boleto,1,128.87
4617,4617,voucher,1,5949.04
4618,4618,debit_card,1,2537.43
4619,4619,voucher,1,233.1
4620,4620,debit_card,1,3395.85
4621,4621,debit_card,1,456.71
4622,4622,voucher,1,900.48
4623,4623,boleto,1,456.27
4624,4624,boleto,1,1846.35
4625,4625,boleto,1,115.5
4626,4626,voucher,1,1243.4
4627,4627,boleto,1,4764.5
4628,4628,debit_card,1,83.88
4629,4629,voucher,1,4494.75
4630,4630,credit_card,4,215.73
4631,4631,debit_card,1,987.12
4632,4632,credit_card,1,302.32
4633,4633,debit_card,1,3786.62
4634,4634,boleto,1,4796.49
4635,4635,credit_card,1,735.81
4636,4636,voucher,1,1714.19
4637,4637,debit_card,1,2780.92
4638,4638,voucher,1,1749.69
4639,4639,boleto,1,543.43
4640,4640,credit_card,4,899.59
4641,4641,debit_card,1,3149.52
4642,4642,credit_card,1,225.43
4643,4643,debit_card,1,2998.96
4644,4644,debit_card,1,1113.71
4645,4645,boleto,1,242.57
4646,4646,boleto,1,342.69
4647,4647,boleto,1,1198.44
4648,4648,voucher,1,101.86
4649,4649,credit_card,1,2247.66
4650,4650,voucher,1,631.39
4651,4651,credit_card,1,338.75
4652,4652,boleto,1,1604.1
4653,4653,credit_card,1,186.63
4654,4654,voucher,1,977.43
4655,4655,credit_card,1,189.04
4656,4656,debit_card,1,1134.46
4657,4657,debit_card,1,303.04
4658,4658,credit_card,1,435.85
4659,4659,voucher,1,2624.57
4660,4660,voucher,1,1351.11
4661,4661,debit_card,1,3016.0
4662,4662,debit_card,1,2220.74
4663,4663,voucher,1,4248.81
4664,4664,credit_card,1,1116.61
4665,4665,debit_card,1,269.19
4666,4666,credit_card,1,111.42
4667,4667,credit_card,1,166.3
4668,4668,voucher,1,1154.66
4669,4669,credit_card,1,82.59
4670,4670,credit_card,6,5471.73
4671,4671,voucher,1,231.73
4672,4672,credit_card,4,468.47
4673,4673,voucher,1,433.12
4674,4674,voucher,1,1105.83
4675,4675,voucher,1,8249.38
4676,4676,credit_card,1,202.53
4677,4677,voucher,1,167.24
4678,4678,credit_card,6,979.82
4679,4679,boleto,1,1849.89
4680,4680,credit_card,1,133.71
4681,4681,voucher,1,1488.82
4682,4682,boleto,1,1012.93
4683,4683,voucher,1,4103.47
4684,4684,voucher,1,3331.54
4685,4685,debit_card,1,2088.99
4686,4686,boleto,1,883.3
4687,4687,boleto,1,151.27
4688,4688,credit_card,1,1464.74
4689,4689,debit_card,1,96.72
4690,4690,boleto,1,1631.57
4691,4691,debit_card,1,690.63
4692,4692,credit_card,1,3359.05
4693,4693,voucher,1,3400.96
4694,4694,credit_card,10,2548.71
4695,4695,debit_card,1,2986.92
4696,4696,credit_card,1,4552.88
4697,4697,debit_card,1,764.83
4698,4698,voucher,1,1509.08
4699,4699,voucher,1,3580.89
4700,4700,boleto,1,44.59
4701,4701,credit_card,3,620.26
4702,4702,credit_card,1,1742.0
4703,4703,boleto,1,2310.11
4704,4704,boleto,1,275.96
4705,4705,credit_card,1,265.83
4706,4706,debit_card,1,3205.34
4707,4707,voucher,1,3507.46
4708,4708,voucher,1,152.53
4709,4709,debit_card,1,320.51
4710,4710,credit_card,1,124.93
4711,4711,boleto,1,9448.43
4712,4712,boleto,1,3921.99
4713,4713,credit_card,1,1241.65
4714,4714,credit_card,2,2592.72
4715,4715,voucher,1,756.04
